	gene	tss	chrom
6714	ENSMUSG00000056608	90828352	8
6715	ENSMUSG00000056612	6974968	19
6716	ENSMUSG00000056629	6979865	19
6717	ENSMUSG00000056666	72598475	6
6718	ENSMUSG00000056692	27820452	17
6719	ENSMUSG00000056737	72544391	6
6720	ENSMUSG00000056758	120476292	10
6721	ENSMUSG00000056763	10037987	1
6722	ENSMUSG00000056770	108114947	12
6723	ENSMUSG00000056820	125012997	8
6724	ENSMUSG00000056832	38381469	6
6725	ENSMUSG00000056851	102470539	15
6726	ENSMUSG00000056917	5652276	19
6727	ENSMUSG00000056919	87209910	9
6728	ENSMUSG00000056941	153632731	2
6729	ENSMUSG00000056952	113697050	6
6730	ENSMUSG00000056962	116841251	11
6731	ENSMUSG00000056999	37290878	19
6732	ENSMUSG00000057093	27689340	7
6733	ENSMUSG00000057101	24081924	7
6734	ENSMUSG00000057110	35109492	2
6735	ENSMUSG00000057113	33154465	11
6736	ENSMUSG00000057130	80206795	18
6737	ENSMUSG00000057133	160961521	2
6738	ENSMUSG00000057134	67549068	10
6739	ENSMUSG00000057147	114545891	2
6740	ENSMUSG00000057181	80368395	11
6741	ENSMUSG00000057193	21320698	9
6742	ENSMUSG00000057229	25619414	7
6743	ENSMUSG00000057230	86849517	6
6744	ENSMUSG00000057236	129334644	4
6745	ENSMUSG00000057262	52478228	15
6746	ENSMUSG00000057278	86371304	6
6747	ENSMUSG00000057322	114668524	11
6748	ENSMUSG00000057335	176743104	1
6749	ENSMUSG00000057342	45713443	7
6750	ENSMUSG00000057363	43827016	1
6751	ENSMUSG00000057367	7835255	9
6752	ENSMUSG00000057375	107314363	4
6753	ENSMUSG00000057388	12915624	17
6754	ENSMUSG00000057406	33820725	5
6755	ENSMUSG00000057409	21488998	17
6756	ENSMUSG00000057411	25792077	17
6757	ENSMUSG00000057440	7354666	18
6758	ENSMUSG00000057469	16810963	12
6759	ENSMUSG00000057497	86365646	6
6760	ENSMUSG00000057506	44142578	19
6761	ENSMUSG00000057522	95414080	11
6762	ENSMUSG00000057530	137862237	4
6763	ENSMUSG00000057541	23750112	5
6764	ENSMUSG00000057551	19622102	9
6765	ENSMUSG00000057561	46597701	18
6766	ENSMUSG00000057572	129335695	4
6767	ENSMUSG00000057594	120467274	11
6768	ENSMUSG00000057614	18360355	5
6769	ENSMUSG00000057637	143194735	4
6770	ENSMUSG00000057649	73937811	13
6771	ENSMUSG00000057666	125162527	6
6772	ENSMUSG00000057691	48067360	6
6773	ENSMUSG00000057738	29965560	2
6774	ENSMUSG00000057762	97099237	13
6775	ENSMUSG00000057788	70295737	8
6776	ENSMUSG00000057835	55878930	17
6777	ENSMUSG00000057841	115808348	6
6778	ENSMUSG00000057842	67317103	13
6779	ENSMUSG00000057858	60226669	19
6780	ENSMUSG00000057863	56613416	17
6781	ENSMUSG00000057894	12808075	7
6782	ENSMUSG00000057895	122923072	9
6783	ENSMUSG00000057897	5984138	11
6784	ENSMUSG00000057963	102594077	12
6785	ENSMUSG00000057982	22225714	9
6786	ENSMUSG00000058006	32657119	4
6787	ENSMUSG00000058013	93093437	5
6788	ENSMUSG00000058056	61515900	8
6789	ENSMUSG00000058064	15832794	18
6790	ENSMUSG00000058076	171150588	1
6791	ENSMUSG00000058093	67609645	13
6792	ENSMUSG00000058126	113314608	14
6793	ENSMUSG00000058135	108013316	3
6794	ENSMUSG00000058174	37724329	3
6795	ENSMUSG00000058186	145670685	4
6796	ENSMUSG00000058192	20581291	9
6797	ENSMUSG00000058230	16614937	7
6798	ENSMUSG00000058240	91692992	16
6799	ENSMUSG00000058258	8885501	13
6800	ENSMUSG00000058267	160195215	1
6801	ENSMUSG00000058290	102296266	15
6802	ENSMUSG00000058291	138607057	5
6803	ENSMUSG00000058298	53593161	10
6804	ENSMUSG00000058301	70353211	8
6805	ENSMUSG00000058318	92093117	2
6806	ENSMUSG00000058325	134670654	7
6807	ENSMUSG00000058331	67755146	13
6808	ENSMUSG00000058351	31128838	14
6809	ENSMUSG00000058355	79699413	8
6810	ENSMUSG00000058388	103968110	3
6811	ENSMUSG00000058392	32036100	17
6812	ENSMUSG00000058407	37995845	1
6813	ENSMUSG00000058440	30047988	6
6814	ENSMUSG00000058446	54816916	6
6815	ENSMUSG00000058454	143823145	7
6816	ENSMUSG00000058486	34910563	6
6817	ENSMUSG00000058503	3543833	5
6818	ENSMUSG00000058546	78181630	11
6819	ENSMUSG00000058550	48283733	16
6820	ENSMUSG00000058558	107900502	5
6821	ENSMUSG00000058569	55573732	13
6822	ENSMUSG00000058587	75503064	9
6823	ENSMUSG00000058594	11743651	2
6824	ENSMUSG00000058600	34441665	15
6825	ENSMUSG00000058638	12834761	7
6826	ENSMUSG00000058655	102073773	15
6827	ENSMUSG00000058672	34078007	13
6828	ENSMUSG00000058690	36886360	14
6829	ENSMUSG00000058704	74230501	17
6830	ENSMUSG00000058706	72347317	6
6831	ENSMUSG00000058709	27160871	7
6832	ENSMUSG00000058729	180641150	1
6833	ENSMUSG00000058748	4613167	8
6834	ENSMUSG00000058761	99965734	7
6835	ENSMUSG00000058793	132263148	2
6836	ENSMUSG00000058799	111473223	10
6837	ENSMUSG00000058833	70506108	8
6838	ENSMUSG00000058835	22947210	2
6839	ENSMUSG00000058886	141310920	7
6840	ENSMUSG00000058927	24875686	19
6841	ENSMUSG00000058979	120531290	6
6842	ENSMUSG00000058997	78849052	14
6843	ENSMUSG00000059005	75659261	2
6844	ENSMUSG00000059040	48045335	18
6845	ENSMUSG00000059070	45715457	7
6846	ENSMUSG00000059119	143524660	7
6847	ENSMUSG00000059142	22861719	17
6848	ENSMUSG00000059182	51871929	6
6849	ENSMUSG00000059183	65435782	9
6850	ENSMUSG00000059208	33648828	17
6851	ENSMUSG00000059248	117199661	11
6852	ENSMUSG00000059263	112023504	7
6853	ENSMUSG00000059273	16400910	7
6854	ENSMUSG00000059278	69395487	11
6855	ENSMUSG00000059288	35659833	13
6856	ENSMUSG00000059291	136028798	4
6857	ENSMUSG00000059323	76629299	15
6858	ENSMUSG00000059355	85080740	8
6859	ENSMUSG00000059363	24278171	19
6860	ENSMUSG00000059409	46685326	17
6861	ENSMUSG00000059423	147848366	4
6862	ENSMUSG00000059436	76939994	12
6863	ENSMUSG00000059439	85353167	11
6864	ENSMUSG00000059447	30155248	5
6865	ENSMUSG00000059474	93885852	11
6866	ENSMUSG00000059475	20473462	9
6867	ENSMUSG00000059482	10874498	4
6868	ENSMUSG00000059486	56796747	6
6869	ENSMUSG00000059495	43026660	9
6870	ENSMUSG00000059518	136986829	5
6871	ENSMUSG00000059534	4704053	11
6872	ENSMUSG00000059552	69580359	11
6873	ENSMUSG00000059586	59374247	15
6874	ENSMUSG00000059669	24498359	12
6875	ENSMUSG00000059689	117841180	6
6876	ENSMUSG00000059713	135425267	4
6877	ENSMUSG00000059714	35823230	17
6878	ENSMUSG00000059734	3912488	19
6879	ENSMUSG00000059772	126695639	7
6880	ENSMUSG00000059791	35861318	17
6881	ENSMUSG00000059796	69668063	11
6882	ENSMUSG00000059811	79852755	17
6883	ENSMUSG00000059820	50617264	9
6884	ENSMUSG00000059834	41630125	3
6885	ENSMUSG00000059839	67484212	13
6886	ENSMUSG00000059851	4740115	7
6887	ENSMUSG00000059866	34501618	5
6888	ENSMUSG00000059878	116626699	6
6889	ENSMUSG00000059890	44965525	9
6890	ENSMUSG00000059895	73723145	15
6891	ENSMUSG00000059897	69209038	8
6892	ENSMUSG00000059920	64766656	16
6893	ENSMUSG00000059923	115699307	11
6894	ENSMUSG00000059939	156109982	4
6895	ENSMUSG00000059975	29943505	7
6896	ENSMUSG00000059981	126867256	7
6897	ENSMUSG00000060002	88476440	10
6898	ENSMUSG00000060012	64647265	14
6899	ENSMUSG00000060019	106573350	8
6900	ENSMUSG00000060032	136808244	6
6901	ENSMUSG00000060036	80080481	15
6902	ENSMUSG00000060038	85071757	8
6903	ENSMUSG00000060073	70974621	12
6904	ENSMUSG00000060098	106210936	8
6905	ENSMUSG00000060121	59013393	12
6906	ENSMUSG00000060126	75845093	14
6907	ENSMUSG00000060143	105681828	14
6908	ENSMUSG00000060147	33922059	13
6909	ENSMUSG00000060152	115235836	5
6910	ENSMUSG00000060206	54945048	4
6911	ENSMUSG00000060227	121866970	2
6912	ENSMUSG00000060261	134241045	5
6913	ENSMUSG00000060279	44901694	7
6914	ENSMUSG00000060288	119320417	4
6915	ENSMUSG00000060314	140822132	7
6916	ENSMUSG00000060336	150218073	2
6917	ENSMUSG00000060373	52097619	14
6918	ENSMUSG00000060427	69614063	8
6919	ENSMUSG00000060450	38284537	18
6920	ENSMUSG00000060461	78368177	9
6921	ENSMUSG00000060475	12983473	17
6922	ENSMUSG00000060499	66284401	12
6923	ENSMUSG00000060510	20521266	9
6924	ENSMUSG00000060519	156658458	1
6925	ENSMUSG00000060591	140955987	7
6926	ENSMUSG00000060600	70657202	11
6927	ENSMUSG00000060601	44551623	7
6928	ENSMUSG00000060636	33056453	16
6929	ENSMUSG00000060657	14142540	16
6930	ENSMUSG00000060671	89943757	3
6931	ENSMUSG00000060675	7557459	19
6932	ENSMUSG00000060679	42851233	1
6933	ENSMUSG00000060708	36748650	5
6934	ENSMUSG00000060733	71347763	10
6935	ENSMUSG00000060739	97137852	13
6936	ENSMUSG00000060743	180813534	1
6937	ENSMUSG00000060798	40531286	3
6938	ENSMUSG00000060803	4035993	19
6939	ENSMUSG00000060860	4811119	7
6940	ENSMUSG00000060904	88730858	10
6941	ENSMUSG00000060935	85102627	10
6942	ENSMUSG00000060938	68901583	11
6943	ENSMUSG00000060950	111678105	12
6944	ENSMUSG00000060992	103272714	15
6945	ENSMUSG00000061024	9545408	1
6946	ENSMUSG00000061028	19581682	7
6947	ENSMUSG00000061032	78403616	10
6948	ENSMUSG00000061048	106510891	8
6949	ENSMUSG00000061062	78491582	17
6950	ENSMUSG00000061079	110061217	7
6951	ENSMUSG00000061104	95825346	8
6952	ENSMUSG00000061111	120549701	11
6953	ENSMUSG00000061118	135064202	5
6954	ENSMUSG00000061119	92874470	7
6955	ENSMUSG00000061130	84956741	17
6956	ENSMUSG00000061132	40994148	19
6957	ENSMUSG00000061136	53145309	2
6958	ENSMUSG00000061186	10370510	2
6959	ENSMUSG00000061207	34825770	17
6960	ENSMUSG00000061244	49019792	14
6961	ENSMUSG00000061286	25659164	7
6962	ENSMUSG00000061306	120106988	11
6963	ENSMUSG00000061313	25734727	8
6964	ENSMUSG00000061315	128035575	10
6965	ENSMUSG00000061360	81867597	15
6966	ENSMUSG00000061371	82048123	10
6967	ENSMUSG00000061374	5013238	7
6968	ENSMUSG00000061393	119402118	9
6969	ENSMUSG00000061410	121604514	8
6970	ENSMUSG00000061436	38743260	6
6971	ENSMUSG00000061455	48124915	4
6972	ENSMUSG00000061458	17348458	12
6973	ENSMUSG00000061461	53267083	5
6974	ENSMUSG00000061474	100744113	13
6975	ENSMUSG00000061477	28631917	12
6976	ENSMUSG00000061479	27189014	7
6977	ENSMUSG00000061518	36691449	1
6978	ENSMUSG00000061536	121690473	9
6979	ENSMUSG00000061544	21730795	17
6980	ENSMUSG00000061559	54720814	9
6981	ENSMUSG00000061589	80755206	10
6982	ENSMUSG00000061607	35841515	17
6983	ENSMUSG00000061613	31649312	17
6984	ENSMUSG00000061650	59948206	11
6985	ENSMUSG00000061665	42799888	17
6986	ENSMUSG00000061689	156613705	2
6987	ENSMUSG00000061731	53107868	15
6988	ENSMUSG00000061755	41824042	5
6989	ENSMUSG00000061759	4432467	10
6990	ENSMUSG00000061787	81344531	7
6991	ENSMUSG00000061838	95644009	6
6992	ENSMUSG00000061887	106910701	4
6993	ENSMUSG00000061898	143176734	5
6994	ENSMUSG00000061904	91119837	10
6995	ENSMUSG00000061950	65782573	17
6996	ENSMUSG00000061979	134168260	5
6997	ENSMUSG00000061981	78037931	11
6998	ENSMUSG00000061983	23785994	10
6999	ENSMUSG00000062006	130727406	3
7000	ENSMUSG00000062012	23580295	17
7001	ENSMUSG00000062014	46816139	14
7002	ENSMUSG00000062031	140941391	7
7003	ENSMUSG00000062040	29898863	7
7004	ENSMUSG00000062054	21316389	12
7005	ENSMUSG00000062075	80906412	10
7006	ENSMUSG00000062078	10213574	17
7007	ENSMUSG00000062098	138256565	2
7008	ENSMUSG00000062101	55945259	17
7009	ENSMUSG00000062110	74225484	5
7010	ENSMUSG00000062116	7121445	7
7011	ENSMUSG00000062127	105052925	3
7012	ENSMUSG00000062169	181144693	1
7013	ENSMUSG00000062175	156840007	2
7014	ENSMUSG00000062190	57702540	6
7015	ENSMUSG00000062198	55054101	12
7016	ENSMUSG00000062202	30292332	17
7017	ENSMUSG00000062203	11224498	16
7018	ENSMUSG00000062234	108571869	5
7019	ENSMUSG00000062248	51645232	13
7020	ENSMUSG00000062270	90095902	9
7021	ENSMUSG00000062300	19749533	7
7022	ENSMUSG00000062309	57504026	9
7023	ENSMUSG00000062328	74998558	18
7024	ENSMUSG00000062352	21272123	12
7025	ENSMUSG00000062380	123411424	8
7026	ENSMUSG00000062382	74399694	13
7027	ENSMUSG00000062397	37002035	15
7028	ENSMUSG00000062421	103966739	11
7029	ENSMUSG00000062456	32466578	19
7030	ENSMUSG00000062510	191063012	1
7031	ENSMUSG00000062518	147702553	4
7032	ENSMUSG00000062580	135309839	1
7033	ENSMUSG00000062590	86154780	1
7034	ENSMUSG00000062604	23542118	5
7035	ENSMUSG00000062627	94953388	4
7036	ENSMUSG00000062647	26910764	2
7037	ENSMUSG00000062661	31245823	2
7038	ENSMUSG00000062683	102667743	15
7039	ENSMUSG00000062691	78916500	17
7040	ENSMUSG00000062761	31452431	5
7041	ENSMUSG00000062762	36782719	9
7042	ENSMUSG00000062794	22259895	9
7043	ENSMUSG00000062797	89923715	7
7044	ENSMUSG00000062822	119462768	13
7045	ENSMUSG00000062825	120346977	11
7046	ENSMUSG00000062867	108560286	9
7047	ENSMUSG00000062901	20097542	16
7048	ENSMUSG00000062908	153930142	3
7049	ENSMUSG00000062929	54861738	12
7050	ENSMUSG00000062931	82241273	10
7051	ENSMUSG00000062937	89137122	4
7052	ENSMUSG00000062939	51987148	1
7053	ENSMUSG00000062963	171290440	1
7054	ENSMUSG00000062981	95500523	10
7055	ENSMUSG00000062995	8647819	6
7056	ENSMUSG00000062997	39005043	2
7057	ENSMUSG00000063015	93188220	5
7058	ENSMUSG00000063019	157367594	2
7059	ENSMUSG00000063047	27975368	7
7060	ENSMUSG00000063052	158036662	3
7061	ENSMUSG00000063065	126759601	7
7062	ENSMUSG00000063077	149186200	4
7063	ENSMUSG00000063108	20441374	9
7064	ENSMUSG00000063145	69647171	2
7065	ENSMUSG00000063172	107253593	4
7066	ENSMUSG00000063179	131371141	7
7067	ENSMUSG00000063200	43398390	13
7068	ENSMUSG00000063229	46841475	7
7069	ENSMUSG00000063236	76948506	15
7070	ENSMUSG00000063253	83437827	8
7071	ENSMUSG00000063273	51415148	3
7072	ENSMUSG00000063281	23989632	18
7073	ENSMUSG00000063316	101442298	11
7074	ENSMUSG00000063317	121666815	7
7075	ENSMUSG00000063320	82622926	10
7076	ENSMUSG00000063334	111972664	10
7077	ENSMUSG00000063354	76614306	15
7078	ENSMUSG00000063358	16983382	16
7079	ENSMUSG00000063362	22060721	8
7080	ENSMUSG00000063383	22166190	17
7081	ENSMUSG00000063406	108132530	5
7082	ENSMUSG00000063410	121303475	14
7083	ENSMUSG00000063412	34111737	8
7084	ENSMUSG00000063445	4719088	16
7085	ENSMUSG00000063457	80292453	10
7086	ENSMUSG00000063480	82047519	15
7087	ENSMUSG00000063511	45381317	7
7088	ENSMUSG00000063524	150236721	4
7089	ENSMUSG00000063531	14025276	5
7090	ENSMUSG00000063550	102183565	7
7091	ENSMUSG00000063576	46680366	17
7092	ENSMUSG00000063605	94917521	8
7093	ENSMUSG00000063632	27342574	12
7094	ENSMUSG00000063694	50565949	6
7095	ENSMUSG00000063787	20703006	14
7096	ENSMUSG00000063800	108567027	4
7097	ENSMUSG00000063801	79920596	7
7098	ENSMUSG00000063802	4664604	7
7099	ENSMUSG00000063804	45470201	10
7100	ENSMUSG00000063808	35285319	7
7101	ENSMUSG00000063810	85587531	6
7102	ENSMUSG00000063849	57421318	9
7103	ENSMUSG00000063856	108338903	9
7104	ENSMUSG00000063870	125095981	6
7105	ENSMUSG00000063882	116070078	4
7106	ENSMUSG00000063884	71882595	6
7107	ENSMUSG00000063888	46782637	17
7108	ENSMUSG00000063889	3281078	18
7109	ENSMUSG00000063894	21527022	13
7110	ENSMUSG00000063895	60251431	14
7111	ENSMUSG00000063904	4915067	19
7112	ENSMUSG00000063931	34912379	7
7113	ENSMUSG00000063952	28801090	17
7114	ENSMUSG00000063953	35711892	10
7115	ENSMUSG00000063972	38740464	2
7116	ENSMUSG00000064023	43797577	7
7117	ENSMUSG00000064030	128747889	10
7118	ENSMUSG00000064037	31494741	5
7119	ENSMUSG00000064061	48929747	16
7120	ENSMUSG00000064068	89209664	3
7121	ENSMUSG00000064090	26549365	11
7122	ENSMUSG00000064105	46761596	19
7123	ENSMUSG00000064128	56530157	14
7124	ENSMUSG00000064138	77702033	13
7125	ENSMUSG00000064145	108606610	9
7126	ENSMUSG00000064181	116919933	10
7127	ENSMUSG00000064194	43114229	7
7128	ENSMUSG00000064210	95790843	15
7129	ENSMUSG00000064254	24587543	7
7130	ENSMUSG00000064264	24507006	7
7131	ENSMUSG00000064284	85811090	15
7132	ENSMUSG00000064289	61578585	2
7133	ENSMUSG00000064302	118389058	1
7134	ENSMUSG00000064317	78393320	10
7135	ENSMUSG00000064326	112644679	12
7136	ENSMUSG00000064373	3268547	15
7137	ENSMUSG00000065952	3567990	8
7138	ENSMUSG00000065954	25162571	8
7139	ENSMUSG00000065979	11909396	16
7140	ENSMUSG00000065990	155831272	4
7141	ENSMUSG00000065999	147553277	4
7142	ENSMUSG00000066000	147642496	4
7143	ENSMUSG00000066007	146156824	4
7144	ENSMUSG00000066009	146097298	4
7145	ENSMUSG00000066036	139352609	4
7146	ENSMUSG00000066037	136310942	4
7147	ENSMUSG00000066042	132463331	4
7148	ENSMUSG00000066148	62408797	4
7149	ENSMUSG00000066149	62405514	4
7150	ENSMUSG00000066150	62360727	4
7151	ENSMUSG00000066151	62332294	4
7152	ENSMUSG00000066152	62262562	4
7153	ENSMUSG00000066232	110018274	7
7154	ENSMUSG00000066306	101934111	7
7155	ENSMUSG00000066324	4793355	4
7156	ENSMUSG00000066357	108578739	9
7157	ENSMUSG00000066406	75455534	7
7158	ENSMUSG00000066415	101074101	9
7159	ENSMUSG00000066438	80692591	12
7160	ENSMUSG00000066440	79236673	12
7161	ENSMUSG00000066441	79190961	12
7162	ENSMUSG00000066442	89210676	9
7163	ENSMUSG00000066487	59081019	12
7164	ENSMUSG00000066551	149050447	5
7165	ENSMUSG00000066568	34353495	7
7166	ENSMUSG00000066571	34245116	7
7167	ENSMUSG00000066613	109996521	5
7168	ENSMUSG00000066629	12912022	12
7169	ENSMUSG00000066637	9029997	12
7170	ENSMUSG00000066640	142872493	5
7171	ENSMUSG00000066643	8973892	12
7172	ENSMUSG00000066652	180893108	1
7173	ENSMUSG00000066705	45370185	9
7174	ENSMUSG00000066735	129941970	5
7175	ENSMUSG00000066798	37430919	2
7176	ENSMUSG00000066839	22085402	9
7177	ENSMUSG00000066878	89910449	17
7178	ENSMUSG00000066880	71908635	8
7179	ENSMUSG00000066979	131560222	7
7180	ENSMUSG00000067038	59322371	19
7181	ENSMUSG00000067071	91413208	1
7182	ENSMUSG00000067148	46246573	17
7183	ENSMUSG00000067150	46202782	17
7184	ENSMUSG00000067274	115559467	5
7185	ENSMUSG00000067288	33824346	17
7186	ENSMUSG00000067336	59763400	1
7187	ENSMUSG00000067365	38260185	5
7188	ENSMUSG00000067367	38220470	5
7189	ENSMUSG00000067424	33089310	17
7190	ENSMUSG00000067430	33033168	17
7191	ENSMUSG00000067608	9283380	19
7192	ENSMUSG00000067702	125286042	6
7193	ENSMUSG00000067713	98815711	15
7194	ENSMUSG00000067722	25184554	17
7195	ENSMUSG00000067787	157560007	2
7196	ENSMUSG00000067818	156775420	2
7197	ENSMUSG00000067847	156144039	2
7198	ENSMUSG00000067851	10141701	1
7199	ENSMUSG00000067916	147132038	4
7200	ENSMUSG00000067919	147021850	4
7201	ENSMUSG00000067928	21707741	17
7202	ENSMUSG00000067931	21567008	17
7203	ENSMUSG00000067942	21008903	17
7204	ENSMUSG00000067995	76010865	14
7205	ENSMUSG00000068015	74794991	14
7206	ENSMUSG00000068036	13760539	17
7207	ENSMUSG00000068039	12915701	17
7208	ENSMUSG00000068040	153161303	2
7209	ENSMUSG00000068079	152143561	2
7210	ENSMUSG00000068101	82244332	15
7211	ENSMUSG00000068115	150940909	2
7212	ENSMUSG00000068130	150411337	2
7213	ENSMUSG00000068134	150136642	2
7214	ENSMUSG00000068184	108158484	13
7215	ENSMUSG00000068205	140395309	2
7216	ENSMUSG00000068206	79229173	15
7217	ENSMUSG00000068220	78926725	15
7218	ENSMUSG00000068240	3973595	4
7219	ENSMUSG00000068245	59365410	14
7220	ENSMUSG00000068250	149173371	6
7221	ENSMUSG00000068290	130654777	2
7222	ENSMUSG00000068323	83219828	6
7223	ENSMUSG00000068328	83054521	6
7224	ENSMUSG00000068329	83053686	6
7225	ENSMUSG00000068391	73090392	15
7226	ENSMUSG00000068394	125625113	2
7227	ENSMUSG00000068479	121506665	2
7228	ENSMUSG00000068522	52040107	15
7229	ENSMUSG00000068523	146499807	3
7230	ENSMUSG00000068566	3289080	7
7231	ENSMUSG00000068663	10545339	16
7232	ENSMUSG00000068706	5121135	15
7233	ENSMUSG00000068732	108562170	3
7234	ENSMUSG00000068735	93187548	2
7235	ENSMUSG00000068739	108445143	3
7236	ENSMUSG00000068742	92432392	2
7237	ENSMUSG00000068744	108383839	3
7238	ENSMUSG00000068749	108256926	3
7239	ENSMUSG00000068798	105750328	3
7240	ENSMUSG00000068823	103020426	3
7241	ENSMUSG00000068856	96172332	3
7242	ENSMUSG00000068876	94786451	3
7243	ENSMUSG00000068882	69861562	2
7244	ENSMUSG00000068917	89164795	3
7245	ENSMUSG00000068921	88925542	3
7246	ENSMUSG00000068922	88912074	3
7247	ENSMUSG00000068923	88752051	3
7248	ENSMUSG00000069020	29820075	2
7249	ENSMUSG00000069089	100711940	13
7250	ENSMUSG00000069094	19230028	3
7251	ENSMUSG00000069117	97760632	13
7252	ENSMUSG00000069135	8165501	17
7253	ENSMUSG00000069170	81342836	13
7254	ENSMUSG00000069184	74376566	13
7255	ENSMUSG00000069206	67431564	13
7256	ENSMUSG00000069208	74482943	13
7257	ENSMUSG00000069237	46669522	13
7258	ENSMUSG00000069495	49451486	2
7259	ENSMUSG00000069520	115349064	10
7260	ENSMUSG00000069539	89654175	10
7261	ENSMUSG00000069565	80261486	10
7262	ENSMUSG00000069631	106193536	11
7263	ENSMUSG00000069662	37138920	10
7264	ENSMUSG00000069727	42692718	7
7265	ENSMUSG00000069743	21845759	17
7266	ENSMUSG00000069744	97703399	11
7267	ENSMUSG00000069769	88590147	11
7268	ENSMUSG00000069833	8989284	19
7269	ENSMUSG00000069844	67052670	11
7270	ENSMUSG00000069899	46052311	11
7271	ENSMUSG00000069910	34823951	11
7272	ENSMUSG00000070002	70539457	8
7273	ENSMUSG00000070003	70597938	8
7274	ENSMUSG00000070047	44935447	8
7275	ENSMUSG00000070283	108566717	9
7276	ENSMUSG00000070284	108049242	9
7277	ENSMUSG00000070319	20896774	9
7278	ENSMUSG00000070327	119393100	11
7279	ENSMUSG00000070348	144938197	7
7280	ENSMUSG00000070371	127935429	7
7281	ENSMUSG00000070372	104842961	3
7282	ENSMUSG00000070394	69838514	11
7283	ENSMUSG00000070426	102024469	7
7284	ENSMUSG00000070436	99352997	7
7285	ENSMUSG00000070493	129887273	5
7286	ENSMUSG00000070520	64872997	7
7287	ENSMUSG00000070526	62464510	7
7288	ENSMUSG00000070544	160645888	2
7289	ENSMUSG00000070605	146449023	4
7290	ENSMUSG00000070643	133385526	1
7291	ENSMUSG00000070697	88554462	5
7292	ENSMUSG00000070699	28741992	7
7293	ENSMUSG00000070708	163087855	2
7294	ENSMUSG00000070713	72305260	8
7295	ENSMUSG00000070730	119140875	2
7296	ENSMUSG00000070733	73035042	5
7297	ENSMUSG00000070738	87853287	1
7298	ENSMUSG00000070780	66054552	5
7299	ENSMUSG00000070822	12771116	7
7300	ENSMUSG00000070871	64690455	1
7301	ENSMUSG00000070923	88722465	4
7302	ENSMUSG00000070934	86575668	4
7303	ENSMUSG00000070953	34795305	2
7304	ENSMUSG00000071014	40279409	4
7305	ENSMUSG00000071052	57839221	17
7306	ENSMUSG00000071054	56584825	17
7307	ENSMUSG00000071072	128058954	10
7308	ENSMUSG00000071074	46248080	17
7309	ENSMUSG00000071172	29032628	17
7310	ENSMUSG00000071180	108044446	13
